state,district,market,commodity_group,commodity,variety,arrivals,unit_of_arrivals,min_price,max_price,modal_price,unit_of_price,arrival_date
Karnataka,Unknown,Kalaburagi APMC,Pulses,Bengal Gram(Gram)(Whole),Average (Whole),15.0,Metric Tonnes,5000.0,6200.0,5800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kustagi APMC,Pulses,Bengal Gram(Gram)(Whole),Average (Whole),25.0,Metric Tonnes,4850.0,4850.0,4850.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Laxmeshwar APMC,Pulses,Bengal Gram(Gram)(Whole),Jawari/Local,0.4,Metric Tonnes,6136.0,6136.0,6136.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Raichur APMC,Pulses,Bengal Gram(Gram)(Whole),Jawari/Local,0.2,Metric Tonnes,5106.0,5106.0,5106.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Sindhanur APMC,Pulses,Bengal Gram(Gram)(Whole),Average (Whole),75.2,Metric Tonnes,5850.0,5900.0,5892.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Vijayapura APMC,Pulses,Bengal Gram(Gram)(Whole),Average (Whole),53.300000000000004,Metric Tonnes,5283.0,6200.0,5741.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Arasikere APMC,Pulses,Black Gram Dal(Urd Dal),Black Gram Dal,5.1000000000000005,Metric Tonnes,10900.0,14000.0,12100.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Pulses,Black Gram Dal(Urd Dal),Black Gram Dal,15.700000000000001,Metric Tonnes,12384.0,15122.0,15122.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bidar APMC,Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),8.8,Metric Tonnes,5466.0,8769.0,7674.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),4.0,Metric Tonnes,4500.0,7000.0,6200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Sindhanur APMC,Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),12.0,Metric Tonnes,9590.0,9590.0,9590.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagalkot APMC,Pulses,Cowpea(Lobia/Karamani),Cowpea (Whole),0.1,Metric Tonnes,3130.0,3130.0,3130.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,H.B. Halli APMC,Pulses,Cowpea(Lobia/Karamani),Cowpea (Whole),18.2,Metric Tonnes,7500.0,7500.0,7500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kustagi APMC,Pulses,Cowpea(Lobia/Karamani),Cowpea (Whole),15.0,Metric Tonnes,6900.0,6900.0,6900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Arasikere APMC,Pulses,Green Gram Dal(Moong Dal),Green Gram Dal,8.8,Metric Tonnes,8300.0,8900.0,8800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Arasikere APMC,Pulses,Green Gram(Moong)(Whole),Ordinary (Split),7.2,Metric Tonnes,8400.0,9100.0,9100.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagalkot APMC,Pulses,Green Gram(Moong)(Whole),Green (Whole),0.2,Metric Tonnes,3000.0,3555.0,3278.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bidar APMC,Pulses,Green Gram(Moong)(Whole),Local,2.7,Metric Tonnes,4050.0,5888.0,4995.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Hiriyur APMC,Pulses,Green Gram(Moong)(Whole),Green (Whole),4.2,Metric Tonnes,8600.0,8750.0,8675.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Pulses,Green Gram(Moong)(Whole),Green (Whole),4.0,Metric Tonnes,4800.0,7200.0,6200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ballari APMC,Pulses,Kulthi(Horse Gram),Horse gram (Whole),0.1,Metric Tonnes,4546.0,4546.0,4546.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Hanagal APMC,Pulses,Kulthi(Horse Gram),Horse gram (Whole),3.6,Metric Tonnes,4900.0,4900.0,4900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Pulses,Red gram split/Arhar dal/Tur dal,Arhar Dal(Tur),124.60000000000001,Metric Tonnes,10860.0,15873.0,14851.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagalkot APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),0.1,Metric Tonnes,4001.0,4001.0,4001.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ballari APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),0.6000000000000001,Metric Tonnes,2909.0,8011.0,6717.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Basava Kalayana APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),4.2,Metric Tonnes,8152.0,8300.0,8200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bhalki APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),9.3,Metric Tonnes,7000.0,8501.0,8296.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bidar APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),86.60000000000001,Metric Tonnes,3536.0,8571.0,8279.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),45.0,Metric Tonnes,7500.0,8600.0,8000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Lingasugur APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),146.4,Metric Tonnes,7800.0,7800.0,7800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Raichur APMC,Pulses,Red gram/Arhar/Tur(whole),Red,16.8,Metric Tonnes,6089.0,8129.0,7969.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Vijayapura APMC,Pulses,Red gram/Arhar/Tur(whole),Arhar (Whole),82.60000000000001,Metric Tonnes,6896.0,7800.0,7500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Yadgir APMC,Pulses,Red gram/Arhar/Tur(whole),Red,105.2,Metric Tonnes,3011.0,8462.0,7822.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,APMC THIRTHAHALLI,Spices,Black pepper,Other,23.900000000000002,Metric Tonnes,30550.0,60000.0,60000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Spices,Black pepper,Other,2.7,Metric Tonnes,69200.0,69200.0,69200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gonikappal APMC,Spices,Black pepper,Black Pepper,1.1,Metric Tonnes,36000.0,68500.0,36000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Sagar APMC,Spices,Black pepper,Other,0.1,Metric Tonnes,61899.0,66799.0,65819.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Sulya APMC,Spices,Black pepper,Black Pepper,0.30000000000000004,Metric Tonnes,32000.0,67000.0,50000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Arasikere APMC,Spices,Coconut,Medium,2500.0,Metric Tonnes,19950.0,19950.0,19950.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channagiri APMC,Spices,Coconut,Small,3248.0,Metric Tonnes,14770.0,14770.0,14770.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Hiriyur APMC,Spices,Coconut,Small,3921.5,Metric Tonnes,17000.0,17000.0,17000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Spices,Coconut,Small,7318.5,Metric Tonnes,13000.0,14000.0,13800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Srirangapattana APMC,Spices,Coconut,Small,2000.0,Metric Tonnes,19500.0,19500.0,19500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Sulya APMC,Spices,Coconut,Small,3000.0,Metric Tonnes,18000.0,25000.0,21500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Tarikere APMC,Spices,Coconut,Small,6508.5,Metric Tonnes,16500.0,29210.0,24761.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,APMC THIRTHAHALLI,Spices,Ginger(Dry),Dry,61.300000000000004,Metric Tonnes,14469.0,14469.0,14469.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gundlupet APMC,Spices,Turmeric,Local,5.6000000000000005,Metric Tonnes,12932.0,12932.0,12932.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Nippani APMC,Spices,Turmeric,Turmeric,6.300000000000001,Metric Tonnes,15000.0,15000.0,15000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Alsandikai,Alsandikai,7.6000000000000005,Metric Tonnes,3300.0,3500.0,3400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Alsandikai,Alsandikai,0.4,Metric Tonnes,3000.0,3500.0,3200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Banana - Green,Banana - Green,10.0,Metric Tonnes,2000.0,2300.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Beetroot,Beetroot,0.9,Metric Tonnes,2500.0,3000.0,2700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Beetroot,Beetroot,0.8,Metric Tonnes,1000.0,2000.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Beetroot,Beetroot,14.8,Metric Tonnes,2400.0,2800.0,2700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Beetroot,Beetroot,0.9,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Beetroot,Beetroot,2.0,Metric Tonnes,1000.0,2900.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Beetroot,Beetroot,0.30000000000000004,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gundlupet APMC,Vegetables,Beetroot,Beetroot,2.3000000000000003,Metric Tonnes,2800.0,2800.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Beetroot,Beetroot,2.0,Metric Tonnes,1500.0,2000.0,1800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Beetroot,Beetroot,0.5,Metric Tonnes,3000.0,3500.0,3200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Beetroot,Beetroot,0.7000000000000001,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Bitter gourd,Bitter Gourd,0.5,Metric Tonnes,2500.0,3200.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Bitter gourd,Bitter Gourd,9.1,Metric Tonnes,2500.0,2800.0,2700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Bitter gourd,Bitter Gourd,2.0,Metric Tonnes,800.0,3000.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Bitter gourd,Bitter Gourd,0.2,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Bitter gourd,Bitter Gourd,0.5,Metric Tonnes,3000.0,4000.0,3600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Bitter gourd,Bitter Gourd,0.2,Metric Tonnes,3000.0,4000.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Bottle gourd,Bottle Gourd,7.9,Metric Tonnes,1800.0,2100.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Bottle gourd,Bottle Gourd,1.5,Metric Tonnes,900.0,1900.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Bottle gourd,Bottle Gourd,0.2,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Bottle gourd,Bottle Gourd,0.8,Metric Tonnes,1000.0,1600.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Brinjal,Brinjal,2.3000000000000003,Metric Tonnes,1400.0,2900.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Brinjal,Brinjal,0.4,Metric Tonnes,2000.0,2500.0,2300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Brinjal,Brinjal,15.700000000000001,Metric Tonnes,2300.0,2600.0,2400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Brinjal,Brinjal,0.2,Metric Tonnes,3600.0,4100.0,3800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Brinjal,Brinjal,0.9,Metric Tonnes,1500.0,3000.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Brinjal,Round/Long,2.5,Metric Tonnes,800.0,2500.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Brinjal,Brinjal,0.30000000000000004,Metric Tonnes,2000.0,2400.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Brinjal,Round,0.4,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Brinjal,Brinjal,2.5,Metric Tonnes,1300.0,1500.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Brinjal,Brinjal,0.30000000000000004,Metric Tonnes,1000.0,2500.0,1750.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Brinjal,Brinjal,0.8,Metric Tonnes,3000.0,4000.0,3600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Brinjal,Round,0.7000000000000001,Metric Tonnes,1600.0,2200.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Brinjal,Brinjal,2.4000000000000004,Metric Tonnes,1600.0,2000.0,1800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Cabbage,Cabbage,1.0,Metric Tonnes,1200.0,1500.0,1400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Cabbage,Cabbage,0.30000000000000004,Metric Tonnes,500.0,1000.0,800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Cabbage,Cabbage,21.8,Metric Tonnes,1400.0,1600.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Cabbage,Cabbage,2.0,Metric Tonnes,700.0,2500.0,1700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Cabbage,Cabbage,0.6000000000000001,Metric Tonnes,800.0,1500.0,1300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Cabbage,Cabbage,2.5,Metric Tonnes,800.0,1000.0,900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Cabbage,Cabbage,1.2000000000000002,Metric Tonnes,1200.0,2000.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Cabbage,Cabbage,1.5,Metric Tonnes,600.0,800.0,700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Capsicum,Capsicum,0.8,Metric Tonnes,3000.0,3700.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Capsicum,Capsicum,15.8,Metric Tonnes,5000.0,6000.0,5500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Capsicum,Capsicum,0.9,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Capsicum,Capsicum,1.0,Metric Tonnes,2500.0,4200.0,3600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Kalaburagi APMC,Vegetables,Capsicum,Capsicum,0.5,Metric Tonnes,3000.0,5000.0,4000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Capsicum,Capsicum,0.5,Metric Tonnes,6000.0,8200.0,7000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Capsicum,Capsicum,0.30000000000000004,Metric Tonnes,6000.0,8000.0,7000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Carrot,Carrot,1.0,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Carrot,Carrot,1.0,Metric Tonnes,2500.0,3700.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Carrot,Carrot,27.700000000000003,Metric Tonnes,4500.0,5500.0,5000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Carrot,Carrot,1.2000000000000002,Metric Tonnes,2000.0,4000.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Carrot,Carrot,3.0,Metric Tonnes,900.0,3200.0,2300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Carrot,Carrot,0.4,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Malur APMC,Vegetables,Carrot,Carrot,4.0,Metric Tonnes,4500.0,5500.0,5000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Carrot,Carrot,0.5,Metric Tonnes,4000.0,6000.0,5200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Carrot,Carrot,5.5,Metric Tonnes,3000.0,4000.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Cauliflower,Cauliflower,2.0,Metric Tonnes,300.0,1200.0,900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Cauliflower,Local,0.4,Metric Tonnes,1000.0,1500.0,1100.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Cauliflower,Cauliflower,7.800000000000001,Metric Tonnes,2100.0,2600.0,2400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chikkamagaluru APMC,Vegetables,Cauliflower,Local,1.0,Metric Tonnes,1700.0,1700.0,1700.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Cauliflower,Cauliflower,1.6,Metric Tonnes,800.0,2100.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Cauliflower,Local,0.2,Metric Tonnes,1500.0,2500.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Cauliflower,Cauliflower,2.5,Metric Tonnes,2500.0,3000.0,2800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Cauliflower,Cauliflower,1.0,Metric Tonnes,2000.0,3200.0,2400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Cauliflower,Cauliflower,0.30000000000000004,Metric Tonnes,2000.0,2500.0,2250.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Chapparad Avare,Chapparada Avarekai,6.9,Metric Tonnes,3400.0,3700.0,3600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Chapparad Avare,Chapparada Avarekai,0.2,Metric Tonnes,1500.0,2200.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Chilly Capsicum,Chilly Capsicum,0.5,Metric Tonnes,2000.0,3700.0,3500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Chilly Capsicum,Chilly Capsicum,0.8,Metric Tonnes,1000.0,2000.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Chilly Capsicum,Chilly Capsicum,0.4,Metric Tonnes,5000.0,7000.0,6500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Cowpea(Veg),Cowpea (Veg),2.0,Metric Tonnes,3000.0,3500.0,3300.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Cucumbar(Kheera),Cucumbar,2.5,Metric Tonnes,1000.0,1900.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Cucumbar(Kheera),Cucumbar,1.0,Metric Tonnes,1500.0,2500.0,2100.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Cucumbar(Kheera),Cucumbar,14.8,Metric Tonnes,2500.0,3000.0,2900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Cucumbar(Kheera),Cucumbar,1.1,Metric Tonnes,1400.0,2200.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Cucumbar(Kheera),Cucumbar,4.0,Metric Tonnes,400.0,600.0,500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Cucumbar(Kheera),Cucumbar,2.5,Metric Tonnes,1000.0,2800.0,2000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Cucumbar(Kheera),Cucumbar,1.0,Metric Tonnes,600.0,1000.0,800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Cucumbar(Kheera),Cucumbar,1.5,Metric Tonnes,1500.0,2000.0,1800.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Cucumbar(Kheera),Cucumbar,3.2,Metric Tonnes,2000.0,2400.0,2200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Cucumbar(Kheera),Cucumbar,3.3000000000000003,Metric Tonnes,1500.0,2000.0,1750.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Drumstick,Drumstick,1.9000000000000001,Metric Tonnes,3000.0,4000.0,3400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Drumstick,Drumstick,11.200000000000001,Metric Tonnes,4000.0,5500.0,4500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chikkamagaluru APMC,Vegetables,Drumstick,Drumstick,0.30000000000000004,Metric Tonnes,5000.0,5000.0,5000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Drumstick,Drumstick,1.2000000000000002,Metric Tonnes,1000.0,3700.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Drumstick,Drumstick,0.7000000000000001,Metric Tonnes,4400.0,6000.0,5500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Drumstick,Drumstick,1.2000000000000002,Metric Tonnes,4000.0,5000.0,4500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Shimoga APMC,Vegetables,Garlic,Garlic,0.2,Metric Tonnes,11000.0,18000.0,15000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Ginger(Green),Green Ginger,0.8,Metric Tonnes,9000.0,10300.0,10000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Ginger(Green),Green Ginger,8.700000000000001,Metric Tonnes,13000.0,15000.0,14000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Ginger(Green),Green Ginger,0.30000000000000004,Metric Tonnes,14000.0,18000.0,16000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Ginger(Green),Green Ginger,0.6000000000000001,Metric Tonnes,14400.0,16000.0,15000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Green Avare(W),Green Avare (W),2.8000000000000003,Metric Tonnes,3000.0,3500.0,3400.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Ramanagara APMC,Vegetables,Green Avare(W),Green Avare (W),0.5,Metric Tonnes,2800.0,3300.0,3000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bagepalli APMC,Vegetables,Green Chilli,Green Chilly,2.7,Metric Tonnes,3500.0,5000.0,4000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Bangarpet APMC,Vegetables,Green Chilli,Green Chilly,1.5,Metric Tonnes,1000.0,3500.0,3200.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,"Binny Mill (F&V), Bengaluru APMC",Vegetables,Green Chilli,Green Chilly,27.3,Metric Tonnes,3500.0,3700.0,3600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Channapatna APMC,Vegetables,Green Chilli,Green Chilly,0.2,Metric Tonnes,3500.0,4100.0,3900.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chikkamagaluru APMC,Vegetables,Green Chilli,Green Chilly,7.5,Metric Tonnes,1400.0,1600.0,1500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Chintamani APMC,Vegetables,Green Chilli,Green Chilly,1.3,Metric Tonnes,2000.0,3000.0,2500.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Davangere APMC,Vegetables,Green Chilli,Green Chilly,4.0,Metric Tonnes,1000.0,2300.0,1600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Doddaballapur APMC,Vegetables,Green Chilli,Green Chilly,0.4,Metric Tonnes,3500.0,4500.0,4000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gauribidanur APMC,Vegetables,Green Chilli,Green Chilly,0.2,Metric Tonnes,3500.0,4500.0,4000.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Gundlupet APMC,Vegetables,Green Chilli,Green Chilly,3.6,Metric Tonnes,2600.0,2600.0,2600.0,Rs./Quintal,2026-07-16
Karnataka,Unknown,Honnali APMC,Vegetables,Green Chilli,Green Chilly,2.5,Metric Tonnes,1000.0,1200.0,1100.0,Rs./Quintal,2026-07-16
