state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Karnataka,Bengaluru,Bengaluru APMC,Gur(Jaggery),Mudde,Medium,17/07/2026,5000,5500,5250
Karnataka,Bengaluru,Bengaluru APMC,Black Gram Dal(Urd Dal),Black Gram Dal,Medium,17/07/2026,8000,8300,8150
Karnataka,Bengaluru,Bengaluru APMC,Ragi(Finger Millet),Fine,FAQ,17/07/2026,4800,5200,5000
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Banana,Nauti Bale,Local,17/07/2026,700,2600,1650
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Mango,Totapuri,Local,17/07/2026,1000,1400,1200
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Pineapple,Pine Apple,Local,17/07/2026,2000,4000,3000
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Cauliflower,Cauliflower,Local,17/07/2026,2200,2700,2500
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Tomato,Tomato,Local,17/07/2026,1600,1800,1700
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Bottle gourd,Bottle Gourd,Local,17/07/2026,1900,2200,2100
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Banana - Green,Banana - Green,Local,17/07/2026,2000,2300,2200
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Beans,Beans (Whole),Local,17/07/2026,4500,5000,4700
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Cabbage,Cabbage,Local,17/07/2026,1600,1800,1700
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Raddish,Raddish,Local,17/07/2026,2000,2300,2200
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Thondekai,Thondekai,Local,17/07/2026,2600,2800,2700
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Knool Khol,Knool Khol,Local,17/07/2026,2600,3000,2800
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Lime,Lime,Local,17/07/2026,3500,4500,4000
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Pomegranate,Pomogranate,Large,17/07/2026,10000,19000,16000
Karnataka,Bengaluru,"Binny Mill (F&V), Bengaluru APMC",Bunch Beans,Bunch Beans,Local,17/07/2026,4000,5000,4500
Karnataka,Mandya,Srirangapattana APMC,Paddy(Common),Paddy Jyoti,Local,17/07/2026,2250,3250,2250
